Rep	Year	RepSeason	x	y	Species	NInd	Nfemales_stage1	Nmales_stage1	NJuvFemales	NJuvMales
0	1	0	16	8	0	13	7	6	19	25
0	1	0	17	8	0	19	8	11	27	20
0	1	0	18	8	0	12	6	6	14	21
0	1	0	19	8	0	14	6	8	15	10
0	1	0	0	7	0	14	8	6	23	29
0	1	0	1	7	0	12	4	8	10	13
0	1	0	2	7	0	10	5	5	16	15
0	1	0	3	7	0	9	6	3	17	17
0	1	0	4	7	0	17	9	8	26	24
0	1	0	5	7	0	16	8	8	23	24
0	1	0	6	7	0	13	6	7	22	21
0	1	0	7	7	0	7	4	3	10	12
0	1	0	8	7	0	10	2	8	5	3
0	1	0	9	7	0	5	3	2	11	7
0	1	0	10	7	0	7	4	3	12	11
0	1	0	11	7	0	14	6	8	29	17
0	1	0	12	7	0	12	8	4	16	17
0	1	0	13	7	0	7	2	5	8	13
0	1	0	14	7	0	17	10	7	25	42
0	1	0	15	7	0	12	8	4	30	20
0	1	0	16	7	0	7	4	3	12	9
0	1	0	17	7	0	13	5	8	11	8
0	1	0	18	7	0	17	11	6	34	29
0	1	0	19	7	0	10	6	4	10	14
0	1	0	0	6	0	13	5	8	15	14
0	1	0	1	6	0	15	8	7	23	21
0	1	0	2	6	0	13	6	7	15	17
0	1	0	3	6	0	12	6	6	22	18
0	1	0	4	6	0	16	10	6	46	28
0	1	0	5	6	0	14	8	6	23	24
0	1	0	6	6	0	5	4	1	15	12
0	1	0	7	6	0	13	7	6	18	22
0	1	0	8	6	0	8	5	3	14	16
0	1	0	9	6	0	18	6	12	21	18
0	1	0	10	6	0	13	6	7	20	13
0	1	0	11	6	0	16	6	10	25	8
0	1	0	12	6	0	9	3	6	7	9
0	1	0	13	6	0	12	8	4	14	30
0	1	0	14	6	0	18	11	7	29	21
0	1	0	15	6	0	12	7	5	22	28
0	1	0	16	6	0	8	5	3	13	11
0	1	0	17	6	0	12	6	6	20	14
0	1	0	18	6	0	18	7	11	23	13
0	1	0	19	6	0	11	5	6	21	13
0	1	0	0	5	0	14	6	8	18	18
0	1	0	1	5	0	11	6	5	14	20
0	1	0	2	5	0	13	7	6	19	23
0	1	0	3	5	0	19	8	11	18	20
0	1	0	4	5	0	15	6	9	18	25
0	1	0	5	5	0	11	6	5	20	14
0	1	0	6	5	0	9	5	4	12	14
0	1	0	7	5	0	16	7	9	16	21
0	1	0	8	5	0	10	4	6	7	15
0	1	0	9	5	0	7	4	3	10	15
0	1	0	10	5	0	13	7	6	19	12
0	1	0	11	5	0	11	5	6	7	14
0	1	0	12	5	0	17	9	8	23	27
0	1	0	13	5	0	10	6	4	24	14
0	1	0	14	5	0	13	3	10	11	10
0	1	0	15	5	0	12	3	9	11	11
0	1	0	16	5	0	13	6	7	24	12
0	1	0	17	5	0	19	11	8	20	27
0	1	0	18	5	0	15	9	6	34	27
0	1	0	19	5	0	9	4	5	14	11
0	1	0	0	4	0	6	2	4	4	10
0	1	0	1	4	0	10	5	5	9	14
0	1	0	2	4	0	19	10	9	31	25
0	1	0	3	4	0	14	8	6	25	21
0	1	0	4	4	0	10	5	5	19	11
0	1	0	5	4	0	11	7	4	18	18
0	1	0	6	4	0	15	5	10	18	14
0	1	0	7	4	0	14	8	6	25	18
0	1	0	8	4	0	12	6	6	10	22
0	1	0	9	4	0	13	4	9	5	9
0	1	0	10	4	0	10	5	5	11	14
0	1	0	11	4	0	14	10	4	45	23
0	1	0	12	4	0	12	7	5	16	23
0	1	0	13	4	0	16	4	12	6	11
0	1	0	14	4	0	5	1	4	4	2
0	1	0	15	4	0	11	8	3	14	27
0	1	0	16	4	0	8	5	3	21	9
0	1	0	17	4	0	23	13	10	44	36
0	1	0	18	4	0	11	3	8	9	9
0	1	0	19	4	0	13	7	6	28	29
0	1	0	0	3	0	11	5	6	10	23
0	1	0	1	3	0	17	8	9	17	32
0	1	0	2	3	0	9	3	6	11	9
0	1	0	3	3	0	11	3	8	6	12
0	1	0	4	3	0	6	3	3	11	7
0	1	0	5	3	0	12	5	7	16	6
0	1	0	6	3	0	8	1	7	5	2
0	1	0	7	3	0	10	6	4	26	15
0	1	0	8	3	0	13	8	5	22	26
0	1	0	9	3	0	6	4	2	20	7
0	1	0	10	3	0	11	6	5	15	11
0	1	0	11	3	0	13	5	8	11	16
0	1	0	12	3	0	13	7	6	18	14
0	1	0	13	3	0	9	4	5	11	6
0	1	0	14	3	0	19	9	10	27	23
0	1	0	15	3	0	8	6	2	18	20
0	1	0	16	3	0	10	5	5	10	17
0	1	0	17	3	0	11	8	3	26	29
0	1	0	18	3	0	12	5	7	19	18
0	1	0	19	3	0	9	5	4	17	14
0	1	0	0	2	0	14	10	4	28	30
0	1	0	1	2	0	17	10	7	26	32
0	1	0	2	2	0	13	8	5	29	14
0	1	0	3	2	0	13	5	8	13	8
0	1	0	4	2	0	12	6	6	18	13
0	1	0	5	2	0	10	5	5	21	20
0	1	0	6	2	0	8	3	5	16	11
0	1	0	7	2	0	15	7	8	14	18
0	1	0	8	2	0	10	4	6	11	14
0	1	0	9	2	0	9	6	3	11	21
0	1	0	10	2	0	15	9	6	36	29
0	1	0	11	2	0	13	9	4	39	25
0	1	0	12	2	0	10	7	3	26	22
0	1	0	13	2	0	15	7	8	25	30
0	1	0	14	2	0	11	6	5	15	20
0	1	0	15	2	0	10	4	6	13	8
0	1	0	16	2	0	10	6	4	19	23
0	1	0	17	2	0	13	7	6	20	17
0	1	0	18	2	0	9	3	6	9	5
0	1	0	19	2	0	11	3	8	2	12
0	1	0	0	1	0	12	6	6	28	24
0	1	0	1	1	0	12	6	6	20	21
0	1	0	2	1	0	18	8	10	25	28
0	1	0	3	1	0	12	3	9	14	4
0	1	0	4	1	0	11	5	6	14	12
0	1	0	5	1	0	12	4	8	6	13
0	1	0	6	1	0	15	8	7	19	18
0	1	0	7	1	0	11	4	7	12	11
0	1	0	8	1	0	11	5	6	13	20
0	1	0	9	1	0	11	9	2	22	28
0	1	0	10	1	0	7	3	4	10	8
0	1	0	11	1	0	9	4	5	9	14
0	1	0	12	1	0	14	7	7	18	15
0	1	0	13	1	0	12	6	6	20	21
0	1	0	14	1	0	14	8	6	29	31
0	1	0	15	1	0	12	8	4	30	17
0	1	0	16	1	0	13	4	9	13	13
0	1	0	17	1	0	16	6	10	20	18
0	1	0	18	1	0	8	4	4	9	8
0	1	0	19	1	0	17	3	14	12	10
0	1	0	0	0	0	17	10	7	24	29
0	1	0	1	0	0	9	4	5	15	14
0	1	0	2	0	0	9	5	4	17	11
0	1	0	3	0	0	12	4	8	7	13
0	1	0	4	0	0	10	5	5	18	19
0	1	0	5	0	0	14	9	5	28	32
0	1	0	6	0	0	12	8	4	28	24
0	1	0	7	0	0	12	6	6	24	17
0	1	0	8	0	0	14	9	5	20	30
0	1	0	9	0	0	8	6	2	16	16
0	1	0	10	0	0	14	6	8	25	15
0	1	0	11	0	0	10	6	4	20	23
0	1	0	12	0	0	10	6	4	18	17
0	1	0	13	0	0	20	7	13	20	17
0	1	0	14	0	0	10	7	3	17	14
0	1	0	15	0	0	12	6	6	16	18
0	1	0	16	0	0	10	4	6	10	17
0	1	0	17	0	0	16	9	7	26	25
0	1	0	18	0	0	15	9	6	28	29
0	1	0	19	0	0	16	6	10	16	21
0	2	0	0	19	0	30	16	14	50	59
0	2	0	1	19	0	25	15	10	47	45
0	2	0	2	19	0	20	10	10	29	26
0	2	0	3	19	0	22	9	13	26	23
0	2	0	4	19	0	15	8	7	29	25
0	2	0	5	19	0	30	18	12	52	62
0	2	0	6	19	0	32	20	12	77	63
0	2	0	7	19	0	16	8	8	23	16
0	2	0	8	19	0	34	15	19	28	48
0	2	0	9	19	0	29	10	19	29	25
0	2	0	10	19	0	14	6	8	16	20
0	2	0	11	19	0	19	7	12	22	22
0	2	0	12	19	0	25	11	14	35	37
0	2	0	13	19	0	23	11	12	31	22
0	2	0	14	19	0	24	12	12	30	37
0	2	0	15	19	0	19	6	13	18	12
0	2	0	16	19	0	18	8	10	28	21
0	2	0	17	19	0	27	16	11	38	39
0	2	0	18	19	0	23	12	11	40	33
0	2	0	19	19	0	26	14	12	41	48
0	2	0	0	18	0	29	14	15	44	53
0	2	0	1	18	0	29	15	14	53	48
0	2	0	2	18	0	17	9	8	22	31
0	2	0	3	18	0	11	6	5	20	15
0	2	0	4	18	0	32	11	21	34	43
0	2	0	5	18	0	33	12	21	29	39
0	2	0	6	18	0	16	7	9	20	25
0	2	0	7	18	0	23	12	11	32	39
0	2	0	8	18	0	5	2	3	5	2
0	2	0	9	18	0	34	19	15	54	63
0	2	0	10	18	0	22	5	17	8	12
0	2	0	11	18	0	29	12	17	36	42
0	2	0	12	18	0	14	5	9	17	15
0	2	0	13	18	0	17	5	12	14	16
0	2	0	14	18	0	27	10	17	32	34
0	2	0	15	18	0	25	14	11	36	46
0	2	0	16	18	0	28	14	14	45	51
0	2	0	17	18	0	26	20	6	59	57
0	2	0	18	18	0	35	17	18	49	44
0	2	0	19	18	0	11	6	5	18	20
0	2	0	0	17	0	16	7	9	16	23
0	2	0	1	17	0	14	10	4	26	43
0	2	0	2	17	0	20	7	13	28	18
0	2	0	3	17	0	34	20	14	74	61
0	2	0	4	17	0	11	7	4	25	31
0	2	0	5	17	0	17	9	8	21	22
0	2	0	6	17	0	26	11	15	31	41
0	2	0	7	17	0	17	6	11	12	15
0	2	0	8	17	0	22	12	10	52	41
0	2	0	9	17	0	21	13	8	36	40
0	2	0	10	17	0	28	9	19	38	25
0	2	0	11	17	0	13	6	7	29	15
0	2	0	12	17	0	24	7	17	25	26
0	2	0	13	17	0	27	17	10	52	50
0	2	0	14	17	0	20	9	11	29	32
0	2	0	15	17	0	19	10	9	31	28
0	2	0	16	17	0	33	20	13	68	59
0	2	0	17	17	0	22	15	7	51	43
0	2	0	18	17	0	19	5	14	10	19
0	2	0	19	17	0	16	7	9	32	16
0	2	0	0	16	0	25	9	16	30	34
0	2	0	1	16	0	25	8	17	22	22
0	2	0	2	16	0	25	13	12	31	31
0	2	0	3	16	0	19	9	10	26	21
0	2	0	4	16	0	24	16	8	47	39
0	2	0	5	16	0	16	4	12	11	13
0	2	0	6	16	0	23	8	15	21	17
0	2	0	7	16	0	25	11	14	36	34
0	2	0	8	16	0	24	15	9	45	58
0	2	0	9	16	0	17	4	13	12	15
0	2	0	10	16	0	24	12	12	32	34
0	2	0	11	16	0	24	11	13	40	37
0	2	0	12	16	0	24	15	9	50	42
0	2	0	13	16	0	24	13	11	39	42
0	2	0	14	16	0	10	3	7	8	16
0	2	0	15	16	0	24	14	10	40	35
0	2	0	16	16	0	27	12	15	37	38
0	2	0	17	16	0	27	19	8	75	53
0	2	0	18	16	0	21	10	11	27	35
0	2	0	19	16	0	35	17	18	54	42
0	2	0	0	15	0	28	13	15	36	33
0	2	0	1	15	0	25	7	18	16	19
0	2	0	2	15	0	26	10	16	29	32
0	2	0	3	15	0	20	10	10	34	33
0	2	0	4	15	0	13	9	4	26	25
0	2	0	5	15	0	23	10	13	15	35
0	2	0	6	15	0	19	8	11	34	21
0	2	0	7	15	0	32	14	18	34	41
0	2	0	8	15	0	22	16	6	40	44
0	2	0	9	15	0	19	6	13	13	13
0	2	0	10	15	0	18	7	11	17	22
0	2	0	11	15	0	26	12	14	21	34
0	2	0	12	15	0	17	8	9	22	27
0	2	0	13	15	0	29	17	12	49	24
0	2	0	14	15	0	12	6	6	16	16
0	2	0	15	15	0	4	3	1	7	10
0	2	0	16	15	0	19	8	11	28	19
0	2	0	17	15	0	25	11	14	42	27
0	2	0	18	15	0	24	9	15	27	25
0	2	0	19	15	0	19	10	9	27	22
0	2	0	0	14	0	17	9	8	31	22
0	2	0	1	14	0	19	10	9	24	34
0	2	0	2	14	0	23	9	14	28	26
0	2	0	3	14	0	18	12	6	38	31
0	2	0	4	14	0	18	12	6	40	30
0	2	0	5	14	0	11	5	6	13	23
0	2	0	6	14	0	24	14	10	42	35
0	2	0	7	14	0	9	4	5	12	9
0	2	0	8	14	0	22	10	12	29	43
0	2	0	9	14	0	23	13	10	33	37
0	2	0	10	14	0	17	10	7	26	20
0	2	0	11	14	0	29	9	20	28	22
0	2	0	12	14	0	18	7	11	13	30
0	2	0	13	14	0	23	9	14	19	27
0	2	0	14	14	0	18	9	9	28	17
0	2	0	15	14	0	15	10	5	40	23
0	2	0	16	14	0	27	16	11	50	44
0	2	0	17	14	0	27	14	13	32	38
0	2	0	18	14	0	28	17	11	55	45
0	2	0	19	14	0	37	18	19	57	51
0	2	0	0	13	0	30	13	17	39	39
0	2	0	1	13	0	12	6	6	23	14
0	2	0	2	13	0	20	10	10	23	28
0	2	0	3	13	0	23	11	12	36	22
0	2	0	4	13	0	22	10	12	26	29
0	2	0	5	13	0	31	15	16	40	45
0	2	0	6	13	0	23	13	10	38	40
0	2	0	7	13	0	23	8	15	20	29
0	2	0	8	13	0	22	11	11	39	44
0	2	0	9	13	0	27	15	12	37	42
0	2	0	10	13	0	28	11	17	32	39
0	2	0	11	13	0	29	15	14	45	48
0	2	0	12	13	0	25	10	15	22	37
0	2	0	13	13	0	28	15	13	43	41
0	2	0	14	13	0	12	6	6	16	24
0	2	0	15	13	0	26	15	11	48	38
0	2	0	16	13	0	12	6	6	16	17
0	2	0	17	13	0	22	14	8	44	40
0	2	0	18	13	0	21	12	9	28	28
0	2	0	19	13	0	34	21	13	72	50
0	2	0	0	12	0	32	18	14	41	49
0	2	0	1	12	0	20	14	6	37	26
0	2	0	2	12	0	21	7	14	23	18
0	2	0	3	12	0	23	13	10	36	44
0	2	0	4	12	0	17	7	10	20	16
0	2	0	5	12	0	11	9	2	23	31
0	2	0	6	12	0	18	8	10	32	20
0	2	0	7	12	0	14	7	7	21	21
0	2	0	8	12	0	24	11	13	36	30
0	2	0	9	12	0	18	10	8	27	31
0	2	0	10	12	0	20	10	10	29	32
0	2	0	11	12	0	22	10	12	31	22
0	2	0	12	12	0	11	3	8	11	12
0	2	0	13	12	0	15	8	7	23	30
0	2	0	14	12	0	30	13	17	44	28
0	2	0	15	12	0	21	7	14	22	19
0	2	0	16	12	0	13	8	5	32	32
0	2	0	17	12	0	37	17	20	50	58
0	2	0	18	12	0	23	11	12	29	34
0	2	0	19	12	0	33	17	16	66	44
0	2	0	0	11	0	24	18	6	57	58
0	2	0	1	11	0	25	14	11	42	40
0	2	0	2	11	0	20	8	12	34	25
0	2	0	3	11	0	16	10	6	28	40
0	2	0	4	11	0	18	10	8	29	34
0	2	0	5	11	0	24	13	11	34	42
0	2	0	6	11	0	19	13	6	35	44
0	2	0	7	11	0	25	10	15	30	41
0	2	0	8	11	0	20	11	9	40	26
0	2	0	9	11	0	23	16	7	47	54
0	2	0	10	11	0	26	8	18	21	33
0	2	0	11	11	0	16	6	10	16	15
0	2	0	12	11	0	23	16	7	43	46
0	2	0	13	11	0	20	11	9	33	24
0	2	0	14	11	0	28	16	12	36	33
0	2	0	15	11	0	17	6	11	21	13
0	2	0	16	11	0	22	14	8	43	37
0	2	0	17	11	0	26	12	14	38	28
0	2	0	18	11	0	26	14	12	42	40
0	2	0	19	11	0	20	9	11	14	30
0	2	0	0	10	0	26	18	8	51	70
0	2	0	1	10	0	19	10	9	41	27
0	2	0	2	10	0	28	14	14	33	48
0	2	0	3	10	0	18	10	8	25	35
0	2	0	4	10	0	0	0	0	0	0
0	2	0	5	10	0	32	17	15	34	49
0	2	0	6	10	0	15	6	9	22	15
0	2	0	7	10	0	14	7	7	20	16
0	2	0	8	10	0	22	11	11	32	34
0	2	0	9	10	0	14	7	7	26	24
0	2	0	10	10	0	19	6	13	29	19
0	2	0	11	10	0	21	9	12	32	27
0	2	0	12	10	0	9	4	5	16	9
0	2	0	13	10	0	14	5	9	15	16
0	2	0	14	10	0	25	10	15	36	28
0	2	0	15	10	0	11	3	8	7	10
0	2	0	16	10	0	18	9	9	34	32
0	2	0	17	10	0	16	5	11	22	20
0	2	0	18	10	0	12	9	3	28	33
0	2	0	19	10	0	23	12	11	42	29
0	2	0	0	9	0	23	12	11	41	34
0	2	0	1	9	0	29	14	15	52	39
0	2	0	2	9	0	21	10	11	31	29
0	2	0	3	9	0	14	5	9	16	13
0	2	0	4	9	0	22	11	11	34	34
0	2	0	5	9	0	8	3	5	7	8
0	2	0	6	9	0	20	8	12	25	15
0	2	0	7	9	0	24	10	14	39	31
0	2	0	8	9	0	30	12	18	34	42
0	2	0	9	9	0	16	5	11	17	21
0	2	0	10	9	0	23	10	13	34	37
0	2	0	11	9	0	27	14	13	37	43
0	2	0	12	9	0	17	6	11	20	15
0	2	0	13	9	0	12	8	4	19	25
0	2	0	14	9	0	21	12	9	31	29
0	2	0	15	9	0	18	8	10	17	23
0	2	0	16	9	0	30	14	16	44	39
0	2	0	17	9	0	29	17	12	38	48
0	2	0	18	9	0	18	10	8	28	24
0	2	0	19	9	0	32	17	15	47	58
0	2	0	0	8	0	24	12	12	35	39
0	2	0	1	8	0	21	9	12	27	29
0	2	0	2	8	0	10	7	3	28	23
0	2	0	3	8	0	26	12	14	33	30
0	2	0	4	8	0	28	11	17	37	21
