Rep	Year	RepSeason	x	y	Species	NInd	Nfemales_stage1	Nmales_stage1	NJuvFemales	NJuvMales
0	2	0	5	8	0	22	11	11	41	25
0	2	0	6	8	0	15	5	10	15	15
0	2	0	7	8	0	19	11	8	38	41
0	2	0	8	8	0	23	15	8	44	40
0	2	0	9	8	0	21	9	12	24	28
0	2	0	10	8	0	23	14	9	42	40
0	2	0	11	8	0	14	11	3	27	31
0	2	0	12	8	0	26	16	10	61	48
0	2	0	13	8	0	7	5	2	15	15
0	2	0	14	8	0	36	18	18	56	63
0	2	0	15	8	0	20	9	11	26	19
0	2	0	16	8	0	24	10	14	22	32
0	2	0	17	8	0	22	13	9	36	35
0	2	0	18	8	0	19	7	12	16	15
0	2	0	19	8	0	15	9	6	29	30
0	2	0	0	7	0	21	8	13	18	29
0	2	0	1	7	0	16	5	11	14	13
0	2	0	2	7	0	19	11	8	28	41
0	2	0	3	7	0	18	8	10	22	24
0	2	0	4	7	0	26	14	12	34	50
0	2	0	5	7	0	31	18	13	54	53
0	2	0	6	7	0	23	13	10	43	34
0	2	0	7	7	0	16	9	7	28	26
0	2	0	8	7	0	12	7	5	18	23
0	2	0	9	7	0	18	10	8	32	33
0	2	0	10	7	0	19	10	9	32	37
0	2	0	11	7	0	27	15	12	41	51
0	2	0	12	7	0	24	12	12	39	47
0	2	0	13	7	0	18	8	10	26	21
0	2	0	14	7	0	28	10	18	26	41
0	2	0	15	7	0	27	13	14	44	38
0	2	0	16	7	0	19	10	9	24	36
0	2	0	17	7	0	14	8	6	23	20
0	2	0	18	7	0	34	23	11	67	68
0	2	0	19	7	0	23	11	12	29	34
0	2	0	0	6	0	17	10	7	29	39
0	2	0	1	6	0	26	13	13	35	46
0	2	0	2	6	0	17	6	11	16	15
0	2	0	3	6	0	21	13	8	27	29
0	2	0	4	6	0	36	21	15	61	59
0	2	0	5	6	0	26	12	14	42	34
0	2	0	6	6	0	24	16	8	38	54
0	2	0	7	6	0	26	11	15	37	40
0	2	0	8	6	0	24	9	15	17	28
0	2	0	9	6	0	18	10	8	25	22
0	2	0	10	6	0	25	17	8	72	55
0	2	0	11	6	0	18	14	4	40	39
0	2	0	12	6	0	15	8	7	24	24
0	2	0	13	6	0	21	8	13	21	24
0	2	0	14	6	0	18	8	10	28	22
0	2	0	15	6	0	28	11	17	28	31
0	2	0	16	6	0	14	6	8	22	14
0	2	0	17	6	0	26	15	11	53	46
0	2	0	18	6	0	25	14	11	46	42
0	2	0	19	6	0	28	17	11	62	55
0	2	0	0	5	0	24	11	13	32	38
0	2	0	1	5	0	27	14	13	41	44
0	2	0	2	5	0	23	9	14	21	28
0	2	0	3	5	0	16	9	7	36	24
0	2	0	4	5	0	25	11	14	21	31
0	2	0	5	5	0	30	18	12	54	54
0	2	0	6	5	0	23	10	13	36	27
0	2	0	7	5	0	25	14	11	39	45
0	2	0	8	5	0	9	2	7	6	4
0	2	0	9	5	0	17	5	12	24	15
0	2	0	10	5	0	16	10	6	31	36
0	2	0	11	5	0	18	3	15	12	10
0	2	0	12	5	0	22	10	12	35	23
0	2	0	13	5	0	24	14	10	47	52
0	2	0	14	5	0	18	10	8	31	19
0	2	0	15	5	0	17	8	9	24	14
0	2	0	16	5	0	22	16	6	42	48
0	2	0	17	5	0	27	11	16	22	30
0	2	0	18	5	0	29	17	12	44	56
0	2	0	19	5	0	18	11	7	38	36
0	2	0	0	4	0	10	3	7	9	7
0	2	0	1	4	0	19	9	10	30	26
0	2	0	2	4	0	21	10	11	37	25
0	2	0	3	4	0	32	13	19	40	42
0	2	0	4	4	0	29	18	11	50	48
0	2	0	5	4	0	25	13	12	39	36
0	2	0	6	4	0	21	10	11	35	31
0	2	0	7	4	0	29	16	13	47	59
0	2	0	8	4	0	18	2	16	7	4
0	2	0	9	4	0	10	4	6	9	9
0	2	0	10	4	0	16	6	10	14	24
0	2	0	11	4	0	27	14	13	44	40
0	2	0	12	4	0	24	11	13	31	48
0	2	0	13	4	0	18	8	10	23	21
0	2	0	14	4	0	7	4	3	20	14
0	2	0	15	4	0	21	7	14	29	21
0	2	0	16	4	0	20	16	4	37	51
0	2	0	17	4	0	29	12	17	25	45
0	2	0	18	4	0	14	8	6	30	20
0	2	0	19	4	0	26	15	11	56	54
0	2	0	0	3	0	21	7	14	15	25
0	2	0	1	3	0	19	7	12	18	27
0	2	0	2	3	0	18	12	6	34	37
0	2	0	3	3	0	11	4	7	10	6
0	2	0	4	3	0	16	11	5	31	48
0	2	0	5	3	0	19	12	7	38	41
0	2	0	6	3	0	10	5	5	23	7
0	2	0	7	3	0	20	12	8	30	31
0	2	0	8	3	0	21	11	10	32	33
0	2	0	9	3	0	14	10	4	36	31
0	2	0	10	3	0	17	12	5	40	25
0	2	0	11	3	0	18	6	12	15	19
0	2	0	12	3	0	22	11	11	32	36
0	2	0	13	3	0	14	7	7	23	21
0	2	0	14	3	0	24	16	8	51	45
0	2	0	15	3	0	25	8	17	29	33
0	2	0	16	3	0	24	9	15	23	29
0	2	0	17	3	0	27	15	12	49	35
0	2	0	18	3	0	23	11	12	35	34
0	2	0	19	3	0	19	13	6	38	56
0	2	0	0	2	0	23	12	11	35	32
0	2	0	1	2	0	30	12	18	44	35
0	2	0	2	2	0	29	17	12	49	47
0	2	0	3	2	0	18	11	7	36	25
0	2	0	4	2	0	24	13	11	41	39
0	2	0	5	2	0	21	11	10	29	36
0	2	0	6	2	0	21	13	8	36	39
0	2	0	7	2	0	17	8	9	21	18
0	2	0	8	2	0	14	5	9	16	20
0	2	0	9	2	0	19	6	13	18	15
0	2	0	10	2	0	27	20	7	43	50
0	2	0	11	2	0	30	19	11	53	48
0	2	0	12	2	0	32	15	17	36	36
0	2	0	13	2	0	21	10	11	39	27
0	2	0	14	2	0	24	13	11	38	44
0	2	0	15	2	0	16	9	7	28	25
0	2	0	16	2	0	26	12	14	34	37
0	2	0	17	2	0	17	10	7	34	28
0	2	0	18	2	0	12	6	6	17	21
0	2	0	19	2	0	10	1	9	3	4
0	2	0	0	1	0	25	11	14	26	35
0	2	0	1	1	0	27	15	12	43	43
0	2	0	2	1	0	22	12	10	28	29
0	2	0	3	1	0	14	9	5	27	25
0	2	0	4	1	0	17	8	9	22	34
0	2	0	5	1	0	12	9	3	36	25
0	2	0	6	1	0	20	12	8	33	31
0	2	0	7	1	0	18	8	10	22	28
0	2	0	8	1	0	18	8	10	19	29
0	2	0	9	1	0	28	12	16	30	30
0	2	0	10	1	0	14	8	6	25	26
0	2	0	11	1	0	20	10	10	22	25
0	2	0	12	1	0	22	13	9	33	35
0	2	0	13	1	0	26	14	12	40	45
0	2	0	14	1	0	33	19	14	63	44
0	2	0	15	1	0	26	18	8	52	58
0	2	0	16	1	0	18	10	8	25	29
0	2	0	17	1	0	17	8	9	26	33
0	2	0	18	1	0	15	7	8	23	24
0	2	0	19	1	0	16	10	6	32	35
0	2	0	0	0	0	26	9	17	38	24
0	2	0	1	0	0	15	7	8	27	29
0	2	0	2	0	0	19	12	7	39	16
0	2	0	3	0	0	14	4	10	15	12
0	2	0	4	0	0	29	14	15	41	42
0	2	0	5	0	0	21	11	10	33	41
0	2	0	6	0	0	26	10	16	22	24
0	2	0	7	0	0	25	17	8	55	48
0	2	0	8	0	0	19	8	11	12	21
0	2	0	9	0	0	21	11	10	30	28
0	2	0	10	0	0	19	13	6	41	37
0	2	0	11	0	0	27	14	13	45	42
0	2	0	12	0	0	22	11	11	27	33
0	2	0	13	0	0	28	14	14	46	43
0	2	0	14	0	0	19	8	11	28	28
0	2	0	15	0	0	23	12	11	45	34
0	2	0	16	0	0	19	7	12	20	28
0	2	0	17	0	0	21	8	13	21	27
0	2	0	18	0	0	24	14	10	49	53
0	2	0	19	0	0	21	8	13	20	21
0	3	0	0	19	0	37	14	23	43	37
0	3	0	1	19	0	31	12	19	28	42
0	3	0	2	19	0	20	11	9	32	36
0	3	0	3	19	0	27	13	14	35	31
0	3	0	4	19	0	25	12	13	36	31
0	3	0	5	19	0	32	18	14	56	58
0	3	0	6	19	0	23	14	9	48	40
0	3	0	7	19	0	21	11	10	39	32
0	3	0	8	19	0	22	9	13	24	27
0	3	0	9	19	0	24	18	6	48	54
0	3	0	10	19	0	18	5	13	21	10
0	3	0	11	19	0	29	17	12	48	60
0	3	0	12	19	0	26	13	13	41	36
0	3	0	13	19	0	23	12	11	41	54
0	3	0	14	19	0	25	12	13	47	36
0	3	0	15	19	0	19	16	3	46	45
0	3	0	16	19	0	19	10	9	42	26
0	3	0	17	19	0	28	16	12	47	51
0	3	0	18	19	0	31	15	16	36	42
0	3	0	19	19	0	35	19	16	48	69
0	3	0	0	18	0	20	10	10	27	30
0	3	0	1	18	0	34	14	20	42	38
0	3	0	2	18	0	20	7	13	29	19
0	3	0	3	18	0	27	13	14	26	30
0	3	0	4	18	0	32	13	19	39	28
0	3	0	5	18	0	30	12	18	38	33
0	3	0	6	18	0	34	17	17	49	58
0	3	0	7	18	0	25	9	16	27	24
0	3	0	8	18	0	13	7	6	21	30
0	3	0	9	18	0	27	11	16	36	27
0	3	0	10	18	0	12	7	5	27	23
0	3	0	11	18	0	22	12	10	45	36
0	3	0	12	18	0	25	15	10	35	47
0	3	0	13	18	0	23	9	14	31	30
0	3	0	14	18	0	25	10	15	37	35
0	3	0	15	18	0	23	7	16	27	22
0	3	0	16	18	0	18	8	10	25	21
0	3	0	17	18	0	29	17	12	44	48
0	3	0	18	18	0	23	9	14	26	19
0	3	0	19	18	0	25	14	11	39	44
0	3	0	0	17	0	25	8	17	24	24
0	3	0	1	17	0	27	6	21	28	19
0	3	0	2	17	0	26	14	12	52	35
0	3	0	3	17	0	26	16	10	63	44
0	3	0	4	17	0	34	17	17	48	55
0	3	0	5	17	0	16	7	9	16	25
0	3	0	6	17	0	20	11	9	35	30
0	3	0	7	17	0	15	6	9	16	21
0	3	0	8	17	0	29	14	15	31	47
0	3	0	9	17	0	27	15	12	47	42
0	3	0	10	17	0	27	17	10	45	47
0	3	0	11	17	0	30	18	12	53	47
0	3	0	12	17	0	21	14	7	42	44
0	3	0	13	17	0	31	16	15	42	46
0	3	0	14	17	0	30	16	14	49	53
0	3	0	15	17	0	23	11	12	29	36
0	3	0	16	17	0	26	15	11	41	46
0	3	0	17	17	0	32	10	22	28	34
0	3	0	18	17	0	15	8	7	28	24
0	3	0	19	17	0	23	16	7	53	40
0	3	0	0	16	0	21	12	9	29	36
0	3	0	1	16	0	21	8	13	30	28
0	3	0	2	16	0	25	14	11	37	45
0	3	0	3	16	0	30	19	11	52	62
0	3	0	4	16	0	36	17	19	40	44
0	3	0	5	16	0	17	8	9	24	24
0	3	0	6	16	0	22	14	8	43	36
0	3	0	7	16	0	33	21	12	56	53
0	3	0	8	16	0	27	15	12	46	56
0	3	0	9	16	0	27	9	18	26	21
0	3	0	10	16	0	30	13	17	53	35
0	3	0	11	16	0	32	16	16	48	45
0	3	0	12	16	0	32	15	17	31	45
0	3	0	13	16	0	36	19	17	55	64
0	3	0	14	16	0	22	10	12	22	32
0	3	0	15	16	0	32	17	15	42	58
0	3	0	16	16	0	30	18	12	46	60
0	3	0	17	16	0	25	14	11	43	51
0	3	0	18	16	0	17	9	8	22	27
0	3	0	19	16	0	22	13	9	35	45
0	3	0	0	15	0	29	13	16	34	39
0	3	0	1	15	0	23	15	8	41	40
0	3	0	2	15	0	24	10	14	34	35
0	3	0	3	15	0	30	14	16	50	37
0	3	0	4	15	0	27	15	12	52	38
0	3	0	5	15	0	25	9	16	19	30
0	3	0	6	15	0	25	18	7	58	44
0	3	0	7	15	0	29	13	16	36	31
0	3	0	8	15	0	31	14	17	41	47
0	3	0	9	15	0	20	9	11	23	37
0	3	0	10	15	0	19	10	9	38	28
0	3	0	11	15	0	26	12	14	41	39
0	3	0	12	15	0	28	11	17	38	30
0	3	0	13	15	0	31	22	9	55	68
0	3	0	14	15	0	24	12	12	35	38
0	3	0	15	15	0	15	7	8	24	25
0	3	0	16	15	0	22	13	9	39	46
0	3	0	17	15	0	28	16	12	50	42
0	3	0	18	15	0	29	17	12	53	55
0	3	0	19	15	0	28	12	16	36	38
0	3	0	0	14	0	25	16	9	51	46
0	3	0	1	14	0	21	9	12	29	26
0	3	0	2	14	0	21	12	9	40	33
0	3	0	3	14	0	27	17	10	49	39
0	3	0	4	14	0	28	14	14	46	39
0	3	0	5	14	0	25	10	15	22	30
0	3	0	6	14	0	28	14	14	57	41
0	3	0	7	14	0	13	8	5	23	20
0	3	0	8	14	0	31	15	16	37	46
0	3	0	9	14	0	26	11	15	30	30
0	3	0	10	14	0	29	16	13	38	46
0	3	0	11	14	0	19	9	10	23	35
0	3	0	12	14	0	21	6	15	10	17
0	3	0	13	14	0	22	11	11	33	42
0	3	0	14	14	0	27	16	11	45	55
0	3	0	15	14	0	34	19	15	48	50
0	3	0	16	14	0	25	13	12	41	33
0	3	0	17	14	0	31	12	19	38	44
0	3	0	18	14	0	25	11	14	34	24
0	3	0	19	14	0	23	14	9	49	50
0	3	0	0	13	0	27	18	9	54	58
0	3	0	1	13	0	18	13	5	36	28
0	3	0	2	13	0	28	10	18	18	34
0	3	0	3	13	0	29	16	13	49	54
0	3	0	4	13	0	23	13	10	35	27
0	3	0	5	13	0	33	14	19	44	45
0	3	0	6	13	0	24	11	13	32	34
0	3	0	7	13	0	21	8	13	21	17
0	3	0	8	13	0	27	14	13	46	39
0	3	0	9	13	0	29	17	12	61	59
0	3	0	10	13	0	26	14	12	27	35
0	3	0	11	13	0	28	15	13	32	48
0	3	0	12	13	0	27	13	14	31	37
0	3	0	13	13	0	28	14	14	30	35
0	3	0	14	13	0	23	9	14	31	25
0	3	0	15	13	0	31	19	12	52	62
0	3	0	16	13	0	27	16	11	56	35
0	3	0	17	13	0	30	16	14	49	50
0	3	0	18	13	0	31	15	16	48	46
0	3	0	19	13	0	27	16	11	42	43
0	3	0	0	12	0	27	17	10	38	53
0	3	0	1	12	0	28	16	12	58	36
0	3	0	2	12	0	25	12	13	33	34
0	3	0	3	12	0	30	15	15	52	45
0	3	0	4	12	0	21	12	9	35	37
0	3	0	5	12	0	30	11	19	45	35
0	3	0	6	12	0	22	14	8	53	51
0	3	0	7	12	0	26	14	12	64	45
0	3	0	8	12	0	28	14	14	39	44
0	3	0	9	12	0	26	11	15	34	28
0	3	0	10	12	0	28	10	18	26	23
0	3	0	11	12	0	28	21	7	59	53
0	3	0	12	12	0	19	9	10	25	29
0	3	0	13	12	0	23	11	12	27	36
0	3	0	14	12	0	32	20	12	74	62
0	3	0	15	12	0	29	18	11	45	51
0	3	0	16	12	0	39	20	19	69	57
0	3	0	17	12	0	25	13	12	39	35
0	3	0	18	12	0	26	10	16	33	32
0	3	0	19	12	0	27	13	14	42	37
0	3	0	0	11	0	25	13	12	43	36
0	3	0	1	11	0	26	17	9	50	54
0	3	0	2	11	0	25	14	11	32	40
0	3	0	3	11	0	35	12	23	32	28
0	3	0	4	11	0	28	13	15	32	30
0	3	0	5	11	0	30	12	18	41	36
0	3	0	6	11	0	31	16	15	46	50
0	3	0	7	11	0	30	13	17	27	37
0	3	0	8	11	0	31	16	15	40	53
0	3	0	9	11	0	23	9	14	24	26
0	3	0	10	11	0	22	10	12	31	29
0	3	0	11	11	0	20	7	13	20	18
0	3	0	12	11	0	28	12	16	29	44
0	3	0	13	11	0	19	9	10	23	30
0	3	0	14	11	0	28	15	13	51	45
0	3	0	15	11	0	19	12	7	37	27
0	3	0	16	11	0	27	16	11	50	50
0	3	0	17	11	0	25	12	13	44	33
0	3	0	18	11	0	33	15	18	56	51
0	3	0	19	11	0	26	8	18	26	34
0	3	0	0	10	0	25	12	13	26	35
0	3	0	1	10	0	29	20	9	63	64
0	3	0	2	10	0	29	12	17	25	39
0	3	0	3	10	0	31	13	18	40	32
0	3	0	4	10	0	8	3	5	6	13
0	3	0	5	10	0	28	12	16	42	33
0	3	0	6	10	0	22	16	6	53	38
0	3	0	7	10	0	20	12	8	23	31
0	3	0	8	10	0	36	15	21	37	49
0	3	0	9	10	0	24	16	8	47	46
0	3	0	10	10	0	24	14	10	40	48
0	3	0	11	10	0	26	14	12	41	40
0	3	0	12	10	0	22	11	11	31	34
0	3	0	13	10	0	22	11	11	39	33
0	3	0	14	10	0	20	10	10	39	30
0	3	0	15	10	0	20	9	11	23	22
0	3	0	16	10	0	25	12	13	42	32
0	3	0	17	10	0	24	9	15	33	35
0	3	0	18	10	0	23	14	9	40	49
0	3	0	19	10	0	31	17	14	51	53
0	3	0	0	9	0	29	17	12	58	58
0	3	0	1	9	0	29	19	10	52	46
0	3	0	2	9	0	33	16	17	43	58
0	3	0	3	9	0	21	13	8	39	45
0	3	0	4	9	0	32	19	13	50	63
0	3	0	5	9	0	15	5	10	20	15
0	3	0	6	9	0	24	12	12	36	39
0	3	0	7	9	0	20	12	8	38	34
0	3	0	8	9	0	37	19	18	53	68
0	3	0	9	9	0	19	8	11	25	22
0	3	0	10	9	0	24	14	10	46	52
0	3	0	11	9	0	21	7	14	22	19
0	3	0	12	9	0	23	12	11	38	31
0	3	0	13	9	0	25	13	12	49	31
0	3	0	14	9	0	30	21	9	48	64
0	3	0	15	9	0	21	7	14	23	16
0	3	0	16	9	0	27	13	14	43	33
0	3	0	17	9	0	28	11	17	27	35
0	3	0	18	9	0	30	17	13	50	54
0	3	0	19	9	0	25	13	12	39	33
0	3	0	0	8	0	25	17	8	49	55
0	3	0	1	8	0	24	9	15	32	24
0	3	0	2	8	0	29	18	11	51	40
0	3	0	3	8	0	18	10	8	37	35
0	3	0	4	8	0	21	14	7	42	42
0	3	0	5	8	0	31	17	14	47	39
0	3	0	6	8	0	21	11	10	32	31
0	3	0	7	8	0	26	13	13	47	45
0	3	0	8	8	0	30	17	13	44	54
0	3	0	9	8	0	28	16	12	49	56
0	3	0	10	8	0	29	16	13	41	47
0	3	0	11	8	0	27	15	12	56	50
0	3	0	12	8	0	31	17	14	70	48
0	3	0	13	8	0	22	10	12	34	30
0	3	0	14	8	0	20	9	11	28	16
0	3	0	15	8	0	27	15	12	48	59
0	3	0	16	8	0	23	14	9	42	48
0	3	0	17	8	0	22	13	9	34	35
0	3	0	18	8	0	22	10	12	23	32
0	3	0	19	8	0	33	15	18	39	30
0	3	0	0	7	0	25	7	18	28	18
0	3	0	1	7	0	20	9	11	40	25
0	3	0	2	7	0	31	14	17	41	44
0	3	0	3	7	0	26	8	18	26	25
0	3	0	4	7	0	29	8	21	27	18
0	3	0	5	7	0	27	15	12	35	46
0	3	0	6	7	0	34	22	12	71	66
0	3	0	7	7	0	37	20	17	57	64
0	3	0	8	7	0	24	14	10	44	27
0	3	0	9	7	0	33	14	19	49	37
0	3	0	10	7	0	29	14	15	49	60
0	3	0	11	7	0	31	18	13	53	55
0	3	0	12	7	0	34	17	17	54	46
0	3	0	13	7	0	30	17	13	51	61
0	3	0	14	7	0	23	8	15	20	23
0	3	0	15	7	0	31	16	15	43	34
0	3	0	16	7	0	20	9	11	30	24
0	3	0	17	7	0	25	11	14	30	37
0	3	0	18	7	0	29	13	16	45	36
0	3	0	19	7	0	28	10	18	29	25
0	3	0	0	6	0	28	16	12	51	53
0	3	0	1	6	0	35	10	25	30	27
0	3	0	2	6	0	20	9	11	44	24
0	3	0	3	6	0	22	6	16	16	18
0	3	0	4	6	0	21	13	8	34	39
0	3	0	5	6	0	27	15	12	44	43
0	3	0	6	6	0	21	10	11	39	30
0	3	0	7	6	0	26	11	15	33	38
0	3	0	8	6	0	24	8	16	20	32
0	3	0	9	6	0	28	14	14	43	47
0	3	0	10	6	0	34	19	15	61	52
0	3	0	11	6	0	34	19	15	52	71
0	3	0	12	6	0	31	16	15	48	45
0	3	0	13	6	0	25	12	13	30	41
0	3	0	14	6	0	23	11	12	23	22
0	3	0	15	6	0	29	15	14	49	58
0	3	0	16	6	0	22	16	6	57	53
0	3	0	17	6	0	20	12	8	39	32
0	3	0	18	6	0	26	13	13	38	33
0	3	0	19	6	0	34	21	13	58	70
0	3	0	0	5	0	22	9	13	23	17
0	3	0	1	5	0	31	17	14	54	45
0	3	0	2	5	0	20	9	11	24	25
0	3	0	3	5	0	26	13	13	25	42
0	3	0	4	5	0	23	10	13	29	28
0	3	0	5	5	0	27	14	13	49	41
0	3	0	6	5	0	28	18	10	60	46
0	3	0	7	5	0	26	15	11	32	46
0	3	0	8	5	0	13	7	6	20	17
0	3	0	9	5	0	24	15	9	36	43
0	3	0	10	5	0	31	16	15	49	48
0	3	0	11	5	0	22	13	9	41	47
0	3	0	12	5	0	22	12	10	34	48
0	3	0	13	5	0	28	16	12	39	39
0	3	0	14	5	0	27	15	12	42	56
0	3	0	15	5	0	18	16	2	49	45
0	3	0	16	5	0	29	14	15	43	44
0	3	0	17	5	0	25	10	15	27	33
0	3	0	18	5	0	33	16	17	48	52
0	3	0	19	5	0	32	11	21	40	33
0	3	0	0	4	0	10	6	4	17	23
0	3	0	1	4	0	28	18	10	52	57
0	3	0	2	4	0	21	11	10	38	29
0	3	0	3	4	0	26	12	14	33	39
0	3	0	4	4	0	28	13	15	50	35
0	3	0	5	4	0	32	16	16	42	58
0	3	0	6	4	0	28	14	14	30	36
0	3	0	7	4	0	20	10	10	24	38
0	3	0	8	4	0	11	5	6	17	13
0	3	0	9	4	0	14	7	7	15	24
0	3	0	10	4	0	26	12	14	34	25
0	3	0	11	4	0	32	16	16	45	54
0	3	0	12	4	0	29	12	17	34	27
0	3	0	13	4	0	29	12	17	42	27
0	3	0	14	4	0	17	10	7	24	35
0	3	0	15	4	0	30	16	14	62	42
0	3	0	16	4	0	30	14	16	36	42
0	3	0	17	4	0	29	9	20	33	29
0	3	0	18	4	0	23	14	9	43	39
0	3	0	19	4	0	29	16	13	53	47
0	3	0	0	3	0	18	6	12	21	17
0	3	0	1	3	0	32	15	17	41	54
0	3	0	2	3	0	28	15	13	47	49
0	3	0	3	3	0	14	7	7	32	13
0	3	0	4	3	0	29	11	18	33	30
0	3	0	5	3	0	31	14	17	35	28
0	3	0	6	3	0	18	15	3	33	45
0	3	0	7	3	0	29	16	13	67	42
0	3	0	8	3	0	29	15	14	41	50
0	3	0	9	3	0	27	17	10	42	59
0	3	0	10	3	0	37	25	12	79	73
0	3	0	11	3	0	15	6	9	17	15
0	3	0	12	3	0	26	11	15	29	38
0	3	0	13	3	0	26	17	9	47	56
0	3	0	14	3	0	42	20	22	66	70
0	3	0	15	3	0	26	10	16	33	28
0	3	0	16	3	0	33	13	20	40	40
0	3	0	17	3	0	31	17	14	55	45
0	3	0	18	3	0	29	13	16	44	53
0	3	0	19	3	0	24	11	13	27	30
0	3	0	0	2	0	28	10	18	31	26
0	3	0	1	2	0	23	9	14	29	28
0	3	0	2	2	0	34	18	16	55	58
0	3	0	3	2	0	30	16	14	42	33
0	3	0	4	2	0	25	13	12	46	27
0	3	0	5	2	0	31	11	20	31	27
0	3	0	6	2	0	29	13	16	42	37
0	3	0	7	2	0	22	12	10	38	43
0	3	0	8	2	0	21	9	12	24	25
0	3	0	9	2	0	19	9	10	22	27
0	3	0	10	2	0	30	11	19	28	37
0	3	0	11	2	0	29	17	12	62	56
0	3	0	12	2	0	29	14	15	38	42
0	3	0	13	2	0	31	18	13	44	48
0	3	0	14	2	0	29	11	18	45	32
0	3	0	15	2	0	24	13	11	34	42
0	3	0	16	2	0	30	16	14	34	54
0	3	0	17	2	0	22	16	6	41	35
0	3	0	18	2	0	27	11	16	30	34
0	3	0	19	2	0	7	2	5	1	3
0	3	0	0	1	0	24	11	13	31	26
0	3	0	1	1	0	33	18	15	63	64
0	3	0	2	1	0	29	12	17	41	25
0	3	0	3	1	0	23	15	8	62	39
0	3	0	4	1	0	39	13	26	49	38
0	3	0	5	1	0	24	14	10	29	39
0	3	0	6	1	0	21	11	10	32	37
0	3	0	7	1	0	30	11	19	28	35
0	3	0	8	1	0	21	8	13	22	20
0	3	0	9	1	0	20	12	8	43	33
0	3	0	10	1	0	30	13	17	38	44
0	3	0	11	1	0	25	13	12	47	47
0	3	0	12	1	0	22	14	8	39	44
0	3	0	13	1	0	27	12	15	45	36
0	3	0	14	1	0	26	20	6	69	67
0	3	0	15	1	0	25	11	14	32	29
0	3	0	16	1	0	23	8	15	14	17
0	3	0	17	1	0	25	8	17	23	28
0	3	0	18	1	0	25	15	10	51	55
0	3	0	19	1	0	29	15	14	54	41
0	3	0	0	0	0	26	13	13	35	43
0	3	0	1	0	0	27	13	14	43	37
0	3	0	2	0	0	31	20	11	45	73
0	3	0	3	0	0	20	13	7	38	44
0	3	0	4	0	0	30	16	14	56	55
0	3	0	5	0	0	27	9	18	29	25
0	3	0	6	0	0	28	15	13	53	52
0	3	0	7	0	0	23	13	10	37	41
0	3	0	8	0	0	17	5	12	9	13
0	3	0	9	0	0	21	12	9	34	41
0	3	0	10	0	0	33	16	17	51	56
0	3	0	11	0	0	20	10	10	28	30
0	3	0	12	0	0	29	13	16	30	34
0	3	0	13	0	0	24	11	13	45	28
0	3	0	14	0	0	24	15	9	26	42
0	3	0	15	0	0	30	14	16	42	40
0	3	0	16	0	0	22	13	9	42	31
0	3	0	17	0	0	26	15	11	46	44
0	3	0	18	0	0	30	16	14	48	50
0	3	0	19	0	0	14	5	9	13	12
0	4	0	0	19	0	12	7	5	21	14
0	4	0	1	19	0	14	7	7	16	26
0	4	0	2	19	0	17	9	8	33	24
0	4	0	3	19	0	24	13	11	39	32
0	4	0	4	19	0	22	8	14	25	19
0	4	0	5	19	0	30	16	14	46	37
0	4	0	6	19	0	29	15	14	44	43
0	4	0	7	19	0	12	4	8	13	12
0	4	0	8	19	0	17	6	11	19	25
0	4	0	9	19	0	15	10	5	24	36
0	4	0	10	19	0	16	11	5	26	39
0	4	0	11	19	0	17	9	8	22	24
0	4	0	12	19	0	19	6	13	18	22
0	4	0	13	19	0	16	9	7	35	17
0	4	0	14	19	0	16	9	7	24	32
0	4	0	15	19	0	12	6	6	8	24
0	4	0	16	19	0	11	7	4	18	14
0	4	0	17	19	0	4	3	1	3	4
0	4	0	18	19	0	14	8	6	29	13
0	4	0	19	19	0	12	4	8	13	15
0	4	0	0	18	0	16	7	9	21	15
0	4	0	1	18	0	12	9	3	19	33
0	4	0	2	18	0	16	9	7	31	25
0	4	0	3	18	0	26	12	14	34	46
0	4	0	4	18	0	18	11	7	28	30
0	4	0	5	18	0	33	16	17	52	44
0	4	0	6	18	0	25	12	13	34	30
0	4	0	7	18	0	16	9	7	26	25
0	4	0	8	18	0	14	6	8	15	14
0	4	0	9	18	0	14	10	4	33	30
0	4	0	10	18	0	18	10	8	24	33
0	4	0	11	18	0	15	4	11	14	14
0	4	0	12	18	0	8	3	5	6	11
0	4	0	13	18	0	16	10	6	29	29
0	4	0	14	18	0	7	4	3	14	4
0	4	0	15	18	0	21	10	11	28	35
0	4	0	16	18	0	22	13	9	30	38
0	4	0	17	18	0	15	5	10	9	16
0	4	0	18	18	0	17	8	9	32	28
0	4	0	19	18	0	14	6	8	23	14
0	4	0	0	17	0	12	7	5	26	17
0	4	0	1	17	0	11	8	3	29	34
0	4	0	2	17	0	14	11	3	39	32
0	4	0	3	17	0	14	10	4	34	35
0	4	0	4	17	0	24	8	16	27	31
0	4	0	5	17	0	22	7	15	23	20
0	4	0	6	17	0	22	12	10	30	35
0	4	0	7	17	0	21	6	15	23	18
0	4	0	8	17	0	17	7	10	27	28
0	4	0	9	17	0	15	7	8	20	28
0	4	0	10	17	0	10	7	3	19	21
0	4	0	11	17	0	8	3	5	13	6
0	4	0	12	17	0	9	7	2	16	17
0	4	0	13	17	0	14	4	10	9	10
0	4	0	14	17	0	13	5	8	14	13
0	4	0	15	17	0	12	5	7	18	17
0	4	0	16	17	0	16	10	6	26	27
0	4	0	17	17	0	11	4	7	15	12
